Date,sentiment_score,Closing_price
9/26/2003 10:15,0.34965354,0.419962337
5/12/2005 8:01,0.5217457,0.419962337
5/20/2005 5:51,0.49555856,0.458720596
6/8/2005 5:16,0.31690344,0.482291443
6/15/2005 4:02,0.14720291,0.529919191
8/11/2005 9:01,0.52174556,0.517769262
8/11/2005 10:09,0.12965652,0.517769262
11/28/2005 9:16,0.14101008,0.587145349
1/5/2006 7:31,0.52174556,0.429682272
5/9/2006 4:00,0.47736838,0.34171676
5/11/2006 7:01,0.49345452,0.353380682
7/31/2006 2:19,0.10454783,0.170888756
8/8/2006 8:01,0.49345452,0.15606585
8/10/2006 7:31,0.49345452,0.204665569
11/7/2006 7:31,0.49345452,0.261770247
11/9/2006 11:31,0.49345452,0.338800803
12/27/2006 11:31,0.201812,0.382783536
3/8/2007 7:31,0.49345452,0.414373334
5/8/2007 4:25,0.161796,0.444991163
5/8/2007 6:31,0.6750706,0.444991163
5/10/2007 6:31,0.6750707,0.439402206
8/9/2007 6:31,0.6750706,0.37452158
9/4/2007 1:31,0.5899494,0.369661589
11/6/2007 3:59,0.70927113,0.430897246
11/8/2007 5:31,0.6750707,0.436000241
12/20/2007 9:57,0.6180346,0.456412126
3/6/2008 6:02,0.45615226,0.507927802
3/25/2008 7:41,0.65000343,0.611688166
5/8/2008 6:10,0.31950408,0.602697244
5/8/2008 6:10,0.43329588,0.602697244
5/8/2008 6:12,0.61985695,0.602697244
5/15/2008 5:01,0.73619175,0.614847174
5/15/2008 6:09,0.8407846,0.614847174
5/15/2008 6:09,0.47348058,0.614847174
8/7/2008 6:11,0.4103874,0.611202251
8/7/2008 6:11,0.569411,0.611202251
8/7/2008 6:15,0.53116006,0.611202251
8/12/2008 10:33,0.6570182,0.645465049
8/14/2008 6:03,0.18623567,0.675839873
8/14/2008 6:04,0.6132519,0.675839873
8/14/2008 9:31,0.7208201,0.675839873
11/6/2008 6:14,0.2561974,0.259097248
11/6/2008 6:14,0.4575603,0.259097248
11/6/2008 6:16,0.56451005,0.259097248
11/13/2008 4:31,0.7208199,0.220460468
11/13/2008 6:08,0.26800662,0.220460468
11/13/2008 6:08,0.6779462,0.220460468
11/13/2008 6:18,0.17295346,0.220460468
1/8/2009 4:31,0.7097771,0.191300641
1/8/2009 6:04,0.3424517,0.191300641
1/8/2009 6:04,0.5004286,0.191300641
1/8/2009 6:04,0.50042886,0.191300641
1/8/2009 6:23,0.57447076,0.191300641
2/5/2009 6:02,0.79937434,0.22483445
2/5/2009 6:02,0.26549658,0.22483445
2/5/2009 6:12,0.2532132,0.22483445
3/5/2009 6:06,0.21084931,0.175505742
3/5/2009 6:06,0.7842093,0.175505742
3/5/2009 6:35,0.33589792,0.175505742
3/5/2009 9:01,0.70111704,0.175505742
3/20/2009 4:58,0.56060356,0.238199354
3/20/2009 9:38,0.5606033,0.238199354
4/1/2009 4:38,0.38158444,0.189356654
4/1/2009 9:07,0.21984494,0.189356654
4/1/2009 9:42,0.3091649,0.189356654
5/1/2009 4:51,0.5280989,0.280724108
5/4/2009 4:22,0.68060523,0.310369966
5/7/2009 6:12,0.17795229,0.284612082
5/7/2009 6:13,0.28530043,0.284612082
5/7/2009 6:18,0.4788285,0.284612082
5/7/2009 9:00,0.42513347,0.284612082
5/8/2009 6:15,0.7946477,0.279023125
5/14/2009 5:01,0.7097771,0.278294159
5/14/2009 10:12,0.6459683,0.278294159
6/10/2009 5:58,0.18607506,0.349735712
8/6/2009 6:16,0.30655554,0.454225135
8/6/2009 6:24,0.42241895,0.454225135
8/6/2009 6:28,0.53562593,0.454225135
8/7/2009 9:37,0.6438335,0.497478855
8/7/2009 10:34,0.6399337,0.497478855
8/13/2009 4:31,0.7088008,0.521778714
8/13/2009 6:05,0.36924416,0.521778714
8/13/2009 6:05,0.31559452,0.521778714
10/6/2009 1:06,0.5864348,0.573780445
10/12/2009 10:15,0.2739677,0.577911423
11/5/2009 6:07,0.22228315,0.593463272
11/5/2009 6:07,0.4006781,0.593463272
11/5/2009 6:12,0.44211662,0.593463272
11/5/2009 8:44,0.71559894,0.593463272
11/12/2009 6:08,0.6712364,0.612660183
11/12/2009 6:08,0.29429978,0.612660183
11/12/2009 9:45,0.5055502,0.612660183
1/7/2010 4:31,0.7208199,0.643764066
1/7/2010 6:05,0.3437484,0.643764066
1/7/2010 6:06,0.46973237,0.643764066
1/7/2010 6:14,0.36753786,0.643764066
1/22/2010 1:38,0.62143576,0.570135429
1/26/2010 4:50,0.4106262,0.578154381
1/29/2010 5:34,0.41115892,0.582771367
2/1/2010 9:09,0.66161513,0.605127286
2/4/2010 5:01,0.7208199,0.565275485
2/4/2010 6:10,0.28010833,0.565275485
2/4/2010 6:20,0.3880071,0.565275485
2/4/2010 6:25,0.7138785,0.565275485
3/4/2010 6:03,0.2750562,0.650081988
3/4/2010 6:03,0.7114565,0.650081988
3/4/2010 7:01,0.7208201,0.650081988
